start_date,account_type,activity_master_key,video_plays,rank_video_plays,title
2019-05-27T00:00:00Z,Family,267-Video,65335.279829466985,20,xrOvuGdwPnbQsHusAq
2019-05-27T00:00:00Z,Teacher,317-Video,65212.85747588091,8,FVtQngERtihfMuznFHGuzoKsvU
2019-05-27T00:00:00Z,Teacher,718-Video,62638.16235202383,9,lIEFecVSArrxJBexXNpnknSnXAzpau
2019-05-27T00:00:00Z,Teacher,113-Video,53050.96178681454,10,NdQGKOpB
2019-05-27T00:00:00Z,Teacher,586-Video,51474.77398439386,11,gyrxYLBxVh
2019-05-27T00:00:00Z,Teacher,548-Video,50460.9638687592,12,EDFwuGtZZqpYjB
2019-05-27T00:00:00Z,Teacher,241-Video,49496.88783426887,13,fsoWPbMAN
2019-05-27T00:00:00Z,Teacher,179-Video,48980.41853007763,14,REFHdSmgNfwoEX
2019-05-27T00:00:00Z,Teacher,659-Video,46887.76142346571,15,fJNSpOAQsKeGldQpuMJtPhUpt
2019-05-27T00:00:00Z,Teacher,380-Video,46558.751348203135,16,SvAyk
2019-05-27T00:00:00Z,Teacher,356-Video,45001.69203853028,17,bOrJDWcd
2019-05-27T00:00:00Z,Teacher,416-Video,42327.52875238451,18,weCQkdHdRcpZK
2019-05-27T00:00:00Z,Teacher,125-Video,42205.106398798445,19,KyeTVMJMKoecrK
2019-05-27T00:00:00Z,Teacher,305-Video,41294.590144002024,20,zfTBjErZBg
2019-06-03T00:00:00Z,Teacher,722-Video,186877.72274913944,1,MURZwaQtGMzH
2019-06-03T00:00:00Z,Family,717-Video,118137.57121055982,1,qXVXlyUculJmTcCHhUNoArrAWseD
2019-06-03T00:00:00Z,Teacher,645-Video,96855.21017933104,2,hWpVlUmJQcrcxhMc
2019-06-03T00:00:00Z,Teacher,380-Video,96575.93418521283,3,SvAyk
2019-06-03T00:00:00Z,Family,599-Video,92551.2993110707,2,mkumxrLQGpEgYBNMB
2019-06-03T00:00:00Z,Teacher,659-Video,88817.41752669548,4,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-03T00:00:00Z,Family,129-Video,88235.91134716164,3,szoroukTdFjcQ
2019-06-03T00:00:00Z,Family,380-Video,86388.09894772187,4,SvAyk
2019-06-03T00:00:00Z,Family,719-Video,86001.70339421582,5,vfpBMbeGIBvrtJ
2019-06-03T00:00:00Z,Family,548-Video,85213.60949300548,6,EDFwuGtZZqpYjB
2019-06-03T00:00:00Z,Family,720-Video,84402.56140049775,7,QQrYbglWTqEIbHuVkLkNOQK
2019-06-03T00:00:00Z,Family,402-Video,84276.31334836212,8,jeiNgMxwfiFUrPjxI
2019-06-03T00:00:00Z,Family,722-Video,80335.84384231041,9,MURZwaQtGMzH
2019-06-03T00:00:00Z,Family,379-Video,77799.40570394897,10,TuSjdxEYgRZeWSkx
2019-06-03T00:00:00Z,Family,241-Video,77367.10176784816,11,fsoWPbMAN
2019-06-03T00:00:00Z,Family,725-Video,75725.87709008488,12,nhlHcOsYOpRBoMGSvyyNcAKEDdMMydBSFtgzqTPggDhzcyKEvdqaNuNIOeqXvDT
2019-06-03T00:00:00Z,Family,353-Video,74620.25020926066,13,pFEfBPHf
2019-06-03T00:00:00Z,Family,718-Video,74329.49711949374,14,lIEFecVSArrxJBexXNpnknSnXAzpau
2019-06-03T00:00:00Z,Family,659-Video,69841.95272085427,15,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-03T00:00:00Z,Teacher,625-Video,69547.37393253778,5,PsLcTiKayhZUsnidBY
2019-06-03T00:00:00Z,Family,673-Video,67584.79057661106,16,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-06-03T00:00:00Z,Family,645-Video,67091.27546371722,17,hWpVlUmJQcrcxhMc
2019-06-03T00:00:00Z,Teacher,683-Video,66410.30112189468,6,GcJcUAOapYEZDy
2019-06-03T00:00:00Z,Family,387-Video,59436.05266603812,18,triqIohaViUazuUbuktd
2019-06-03T00:00:00Z,Family,131-Video,58426.06824895303,19,qHMIYZttfx
2019-06-03T00:00:00Z,Family,214-Video,57454.340817363576,20,IKMzoGnzugGsBCNv
2019-06-03T00:00:00Z,Teacher,129-Video,54925.554076101274,7,szoroukTdFjcQ
2019-06-03T00:00:00Z,Teacher,164-Video,52075.40865667553,8,JYYJfCvrqhUokRHYYINP
2019-06-03T00:00:00Z,Teacher,586-Video,49542.79621686366,9,gyrxYLBxVh
2019-06-03T00:00:00Z,Teacher,241-Video,49297.951509691506,10,fsoWPbMAN
2019-06-03T00:00:00Z,Teacher,548-Video,49282.64871549325,11,EDFwuGtZZqpYjB
2019-06-03T00:00:00Z,Teacher,549-Video,43624.44056068697,12,LtnanZOIsBRfaAiPF
2019-06-03T00:00:00Z,Teacher,336-Video,43257.17349992875,13,bDjkbNCWxMnyJmYLQdwxdfIUkRFkUCCgpMBCWrfXzHJQu
2019-06-03T00:00:00Z,Teacher,288-Video,42928.163424666185,14,bRjuMAbixjXuyYkJFHusZn
2019-06-03T00:00:00Z,Teacher,125-Video,40816.37782530643,15,KyeTVMJMKoecrK
2019-06-03T00:00:00Z,Teacher,356-Video,40498.84484569256,16,bOrJDWcd
2019-06-03T00:00:00Z,Teacher,416-Video,40433.80797034995,17,weCQkdHdRcpZK
2019-06-03T00:00:00Z,Teacher,305-Video,38084.829060917196,18,zfTBjErZBg
2019-06-03T00:00:00Z,Teacher,267-Video,37629.57093351899,19,xrOvuGdwPnbQsHusAq
2019-06-03T00:00:00Z,Teacher,294-Video,35487.179745762725,20,bGKobAG
2019-06-10T00:00:00Z,Teacher,335-Video,157932.48752313247,1,hkoEUWwKrkPmrbZLPaFlBXDkjEyeC
2019-06-10T00:00:00Z,Family,725-Video,142247.12346991693,1,nhlHcOsYOpRBoMGSvyyNcAKEDdMMydBSFtgzqTPggDhzcyKEvdqaNuNIOeqXvDT
2019-06-10T00:00:00Z,Family,380-Video,86671.20064038965,2,SvAyk
2019-06-10T00:00:00Z,Teacher,131-Video,78820.86721668276,2,qHMIYZttfx
2019-06-10T00:00:00Z,Family,599-Video,77699.9375416603,3,mkumxrLQGpEgYBNMB
2019-06-10T00:00:00Z,Family,379-Video,76973.054817243,4,TuSjdxEYgRZeWSkx
2019-06-10T00:00:00Z,Teacher,288-Video,74497.82785567458,3,bRjuMAbixjXuyYkJFHusZn
2019-06-10T00:00:00Z,Family,659-Video,71770.10478983492,5,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-10T00:00:00Z,Family,402-Video,71735.67350288884,6,jeiNgMxwfiFUrPjxI
2019-06-10T00:00:00Z,Family,548-Video,71647.68243624884,7,EDFwuGtZZqpYjB
2019-06-10T00:00:00Z,Family,241-Video,69363.74040215868,8,fsoWPbMAN
2019-06-10T00:00:00Z,Family,726-Video,68575.64650094835,9,dvCunUSZtbHmXuyaHHaiBulymGeTfZIpQJeGGRvIlCyzlLKiYDFntzc
2019-06-10T00:00:00Z,Family,723-Video,63502.77022422547,10,WpqZChJRyikBekWwwsiWME
2019-06-10T00:00:00Z,Family,673-Video,57530.85478835487,11,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-06-10T00:00:00Z,Teacher,722-Video,57450.515118814015,4,MURZwaQtGMzH
2019-06-10T00:00:00Z,Family,586-Video,57243.927397137515,12,gyrxYLBxVh
2019-06-10T00:00:00Z,Family,717-Video,56065.612243871576,13,qXVXlyUculJmTcCHhUNoArrAWseD
2019-06-10T00:00:00Z,Family,275-Video,54546.80991969436,14,uxRBUEGkGeQzm
2019-06-10T00:00:00Z,Teacher,303-Video,53896.44116626835,5,CfOczzRzi
2019-06-10T00:00:00Z,Teacher,683-Video,52040.97736972944,6,GcJcUAOapYEZDy
2019-06-10T00:00:00Z,Family,361-Video,50330.89011807399,15,TplgsWPGUKtRSEH
2019-06-10T00:00:00Z,Family,387-Video,50288.807434028786,16,triqIohaViUazuUbuktd
2019-06-10T00:00:00Z,Family,549-Video,50158.73368334358,17,LtnanZOIsBRfaAiPF
2019-06-10T00:00:00Z,Family,214-Video,48911.55595618547,18,IKMzoGnzugGsBCNv
2019-06-10T00:00:00Z,Family,721-Video,48444.820733138564,19,IFmCnQXMUGzODAyJmIsAOuiPBJtJNgVmARfdnNf
2019-06-10T00:00:00Z,Family,645-Video,47958.95701734385,20,hWpVlUmJQcrcxhMc
2019-06-10T00:00:00Z,Teacher,328-Video,46937.49550461005,7,tTJdC
2019-06-10T00:00:00Z,Teacher,548-Video,41680.98569750807,8,EDFwuGtZZqpYjB
2019-06-10T00:00:00Z,Teacher,241-Video,41000.01135568554,9,fsoWPbMAN
2019-06-10T00:00:00Z,Teacher,645-Video,40908.19459049599,10,hWpVlUmJQcrcxhMc
2019-06-10T00:00:00Z,Teacher,276-Video,39867.60458501438,11,XoIOFbCuU
2019-06-10T00:00:00Z,Teacher,586-Video,39771.96212127525,12,gyrxYLBxVh
2019-06-10T00:00:00Z,Teacher,164-Video,38872.92296212754,13,JYYJfCvrqhUokRHYYINP
2019-06-10T00:00:00Z,Teacher,723-Video,37771.12177985288,14,WpqZChJRyikBekWwwsiWME
2019-06-10T00:00:00Z,Teacher,323-Video,36149.025594837425,15,axnibtPzPG
2019-06-10T00:00:00Z,Teacher,380-Video,35380.06018637491,16,SvAyk
2019-06-10T00:00:00Z,Teacher,125-Video,33712.05561876467,17,KyeTVMJMKoecrK
2019-06-10T00:00:00Z,Teacher,416-Video,32809.19076106739,18,weCQkdHdRcpZK
2019-06-10T00:00:00Z,Teacher,356-Video,32484.006384354387,19,bOrJDWcd
2019-06-10T00:00:00Z,Teacher,659-Video,31940.757190316188,20,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-17T00:00:00Z,Family,726-Video,150793.7340296446,1,dvCunUSZtbHmXuyaHHaiBulymGeTfZIpQJeGGRvIlCyzlLKiYDFntzc
2019-06-17T00:00:00Z,Family,379-Video,90921.55172895611,2,TuSjdxEYgRZeWSkx
2019-06-17T00:00:00Z,Teacher,586-Video,78725.22475294364,1,gyrxYLBxVh
2019-06-17T00:00:00Z,Family,599-Video,73461.06354874255,3,mkumxrLQGpEgYBNMB
2019-06-17T00:00:00Z,Family,402-Video,72156.50034334096,4,jeiNgMxwfiFUrPjxI
2019-06-17T00:00:00Z,Family,548-Video,66536.54917403033,5,EDFwuGtZZqpYjB
2019-06-17T00:00:00Z,Family,288-Video,66119.54803212776,6,bRjuMAbixjXuyYkJFHusZn
2019-06-17T00:00:00Z,Family,241-Video,66050.6854582356,7,fsoWPbMAN
2019-06-17T00:00:00Z,Family,387-Video,57316.61566957925,8,triqIohaViUazuUbuktd
2019-06-17T00:00:00Z,Teacher,387-Video,55587.39992517598,2,triqIohaViUazuUbuktd
2019-06-17T00:00:00Z,Teacher,275-Video,55300.47253395862,3,uxRBUEGkGeQzm
2019-06-17T00:00:00Z,Family,328-Video,53969.129438710086,9,tTJdC
2019-06-17T00:00:00Z,Family,380-Video,53146.60425055366,10,SvAyk
2019-06-17T00:00:00Z,Family,673-Video,52121.3170392703,11,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-06-17T00:00:00Z,Family,361-Video,49121.969376411536,12,TplgsWPGUKtRSEH
2019-06-17T00:00:00Z,Teacher,135-Video,48812.08779389678,4,CPvkThcrUbzCHNLwcBUtKL
2019-06-17T00:00:00Z,Family,659-Video,48092.85646657861,13,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-17T00:00:00Z,Teacher,130-Video,47488.396095747376,5,QniRAWePOtsSKh
2019-06-17T00:00:00Z,Family,214-Video,47014.00947560134,14,IKMzoGnzugGsBCNv
2019-06-17T00:00:00Z,Family,549-Video,45560.24402676673,15,LtnanZOIsBRfaAiPF
2019-06-17T00:00:00Z,Family,645-Video,44565.5624038799,16,hWpVlUmJQcrcxhMc
2019-06-17T00:00:00Z,Family,353-Video,42296.923163988,17,pFEfBPHf
2019-06-17T00:00:00Z,Family,717-Video,40850.809112252515,18,qXVXlyUculJmTcCHhUNoArrAWseD
2019-06-17T00:00:00Z,Family,723-Video,40475.89065439517,19,WpqZChJRyikBekWwwsiWME
2019-06-17T00:00:00Z,Family,365-Video,40127.752086384775,20,vdRVYrxYxMUovlRivg
2019-06-17T00:00:00Z,Teacher,722-Video,39764.310724176124,6,MURZwaQtGMzH
2019-06-17T00:00:00Z,Teacher,683-Video,37931.80111893461,7,GcJcUAOapYEZDy
2019-06-17T00:00:00Z,Teacher,659-Video,36156.676991936554,8,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-17T00:00:00Z,Teacher,728-Video,33757.96400135945,9,NluAWGsKZUpHyxcZHDD
2019-06-17T00:00:00Z,Teacher,377-Video,33432.77962464644,10,KdNrWUadLIw
2019-06-17T00:00:00Z,Teacher,288-Video,33042.55837259084,11,bRjuMAbixjXuyYkJFHusZn
2019-06-17T00:00:00Z,Teacher,241-Video,33027.25557839258,12,fsoWPbMAN
2019-06-17T00:00:00Z,Teacher,548-Video,30846.607405140665,13,EDFwuGtZZqpYjB
2019-06-17T00:00:00Z,Teacher,137-Video,29308.676588215632,14,QdpTCSOpESDruC
2019-06-17T00:00:00Z,Teacher,645-Video,29266.593904170422,15,hWpVlUmJQcrcxhMc
2019-06-17T00:00:00Z,Teacher,727-Video,28516.756988455727,16,qMWECXcAowIDhAAWde
2019-06-17T00:00:00Z,Teacher,380-Video,27292.533452595002,17,SvAyk
2019-06-17T00:00:00Z,Teacher,125-Video,27189.239591756756,18,KyeTVMJMKoecrK
2019-06-17T00:00:00Z,Teacher,131-Video,26864.05521504375,19,qHMIYZttfx
2019-06-17T00:00:00Z,Teacher,416-Video,26018.575835589938,20,weCQkdHdRcpZK
2019-06-24T00:00:00Z,Family,402-Video,75316.52734528144,1,jeiNgMxwfiFUrPjxI
2019-06-24T00:00:00Z,Family,387-Video,70817.50585099329,2,triqIohaViUazuUbuktd
2019-06-24T00:00:00Z,Family,599-Video,70549.70695252376,3,mkumxrLQGpEgYBNMB
2019-06-24T00:00:00Z,Family,328-Video,70197.74268596379,4,tTJdC
2019-06-24T00:00:00Z,Family,729-Video,68713.37164873267,5,wUnunWkhgWZVDDTYfEFJdgxUezK
2019-06-24T00:00:00Z,Family,164-Video,63678.75235750545,6,JYYJfCvrqhUokRHYYINP
2019-06-24T00:00:00Z,Teacher,586-Video,61088.754439450095,1,gyrxYLBxVh
2019-06-24T00:00:00Z,Family,548-Video,60870.68962212491,7,EDFwuGtZZqpYjB
2019-06-24T00:00:00Z,Family,241-Video,60013.73314702241,8,fsoWPbMAN
2019-06-24T00:00:00Z,Family,379-Video,57060.29386675841,9,TuSjdxEYgRZeWSkx
2019-06-24T00:00:00Z,Family,728-Video,53181.03553749974,10,NluAWGsKZUpHyxcZHDD
2019-06-24T00:00:00Z,Family,318-Video,50017.182837009685,11,QKIpbhrJKDp
2019-06-24T00:00:00Z,Family,673-Video,49213.786141601086,12,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-06-24T00:00:00Z,Family,380-Video,48391.26095344466,13,SvAyk
2019-06-24T00:00:00Z,Family,549-Video,45598.501012262386,14,LtnanZOIsBRfaAiPF
2019-06-24T00:00:00Z,Family,659-Video,44236.55232861733,15,fJNSpOAQsKeGldQpuMJtPhUpt
2019-06-24T00:00:00Z,Family,378-Video,42962.59471161226,16,hWuhLbYprnbrlJKMtkQNLMG
2019-06-24T00:00:00Z,Family,214-Video,42625.93323925057,17,IKMzoGnzugGsBCNv
2019-06-24T00:00:00Z,Family,726-Video,41244.85606285769,18,dvCunUSZtbHmXuyaHHaiBulymGeTfZIpQJeGGRvIlCyzlLKiYDFntzc
2019-06-24T00:00:00Z,Family,730-Video,40120.100689285646,19,lTQeccbUoZIUDzMoEiYpmosEctpIpxQ
2019-06-24T00:00:00Z,Family,267-Video,39347.30958227356,20,xrOvuGdwPnbQsHusAq
2019-06-24T00:00:00Z,Teacher,387-Video,38543.91288686497,2,triqIohaViUazuUbuktd
2019-06-24T00:00:00Z,Teacher,135-Video,34037.23999547768,3,CPvkThcrUbzCHNLwcBUtKL
2019-06-24T00:00:00Z,Teacher,130-Video,30276.578321255514,4,QniRAWePOtsSKh
2019-06-24T00:00:00Z,Teacher,728-Video,29530.567104090387,5,NluAWGsKZUpHyxcZHDD
2019-06-24T00:00:00Z,Teacher,683-Video,28379.031840671396,6,GcJcUAOapYEZDy
2019-06-24T00:00:00Z,Teacher,729-Video,25800.511018264744,7,wUnunWkhgWZVDDTYfEFJdgxUezK
2019-06-24T00:00:00Z,Teacher,241-Video,25762.2540327691,8,fsoWPbMAN
2019-06-24T00:00:00Z,Teacher,722-Video,25590.097598038683,9,MURZwaQtGMzH
2019-06-24T00:00:00Z,Teacher,288-Video,25398.812670560445,10,bRjuMAbixjXuyYkJFHusZn
2019-06-24T00:00:00Z,Teacher,377-Video,24404.131047673607,11,KdNrWUadLIw
2019-06-24T00:00:00Z,Teacher,548-Video,22720.823685865114,12,EDFwuGtZZqpYjB
2019-06-24T00:00:00Z,Teacher,645-Video,22131.66610923214,13,hWpVlUmJQcrcxhMc
2019-06-24T00:00:00Z,Teacher,131-Video,21171.415773291388,14,qHMIYZttfx
2019-06-24T00:00:00Z,Teacher,125-Video,20314.459298188878,15,KyeTVMJMKoecrK
2019-06-24T00:00:00Z,Teacher,380-Video,20314.459298188878,16,SvAyk
2019-06-24T00:00:00Z,Teacher,378-Video,20092.568782314123,17,hWuhLbYprnbrlJKMtkQNLMG
2019-06-24T00:00:00Z,Teacher,137-Video,19541.6681911768,18,QdpTCSOpESDruC
2019-06-24T00:00:00Z,Teacher,416-Video,18906.602231949048,19,weCQkdHdRcpZK
2019-06-24T00:00:00Z,Teacher,267-Video,18715.31730447081,20,xrOvuGdwPnbQsHusAq
2019-06-24T00:00:00Z,Teacher,305-Video,18646.454730578644,21,zfTBjErZBg
2019-07-01T00:00:00Z,Family,732-Video,106434.7593474412,1,LkycrErZuxBTHDCxRZuTpKgdUBXau
2019-07-01T00:00:00Z,Family,62-Video,69669.79628612386,2,iAwhkYvXMeI
2019-07-01T00:00:00Z,Family,303-Video,65886.18042060432,3,CfOczzRzi
2019-07-01T00:00:00Z,Family,599-Video,64149.31327910191,4,mkumxrLQGpEgYBNMB
2019-07-01T00:00:00Z,Family,378-Video,57542.331884003564,5,hWuhLbYprnbrlJKMtkQNLMG
2019-07-01T00:00:00Z,Family,318-Video,54516.20433129785,6,QKIpbhrJKDp
2019-07-01T00:00:00Z,Family,402-Video,54210.148447332664,7,jeiNgMxwfiFUrPjxI
2019-07-01T00:00:00Z,Family,548-Video,53265.20090559016,8,EDFwuGtZZqpYjB
2019-07-01T00:00:00Z,Family,241-Video,52813.76847674153,9,fsoWPbMAN
2019-07-01T00:00:00Z,Family,379-Video,51134.28681348259,10,TuSjdxEYgRZeWSkx
2019-07-01T00:00:00Z,Family,673-Video,49921.54037327057,11,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-07-01T00:00:00Z,Family,729-Video,49669.044268999285,12,wUnunWkhgWZVDDTYfEFJdgxUezK
2019-07-01T00:00:00Z,Family,730-Video,49076.06099381675,13,lTQeccbUoZIUDzMoEiYpmosEctpIpxQ
2019-07-01T00:00:00Z,Family,733-Video,47698.80951597344,14,JEMzoARHotmYTnczhlHgeniXfFG
2019-07-01T00:00:00Z,Family,549-Video,47170.8631161335,15,LtnanZOIsBRfaAiPF
2019-07-01T00:00:00Z,Family,380-Video,40135.40348348391,16,SvAyk
2019-07-01T00:00:00Z,Family,387-Video,37495.67148428422,17,triqIohaViUazuUbuktd
2019-07-01T00:00:00Z,Family,267-Video,37159.010011922524,18,xrOvuGdwPnbQsHusAq
2019-07-01T00:00:00Z,Family,214-Video,37082.496040931226,19,IKMzoGnzugGsBCNv
2019-07-01T00:00:00Z,Family,659-Video,36386.21890491044,20,fJNSpOAQsKeGldQpuMJtPhUpt
2019-07-01T00:00:00Z,Teacher,586-Video,26852.578119395053,1,gyrxYLBxVh
2019-07-01T00:00:00Z,Teacher,135-Video,19847.72407514198,2,CPvkThcrUbzCHNLwcBUtKL
2019-07-01T00:00:00Z,Teacher,387-Video,18856.868150804705,3,triqIohaViUazuUbuktd
2019-07-01T00:00:00Z,Teacher,130-Video,17330.41442952837,4,QniRAWePOtsSKh
2019-07-01T00:00:00Z,Teacher,288-Video,15360.179676502516,5,bRjuMAbixjXuyYkJFHusZn
2019-07-01T00:00:00Z,Teacher,683-Video,13956.148308812248,6,GcJcUAOapYEZDy
2019-07-01T00:00:00Z,Teacher,241-Video,13703.652204540973,7,fsoWPbMAN
2019-07-01T00:00:00Z,Teacher,722-Video,12070.07892387682,8,MURZwaQtGMzH
2019-07-01T00:00:00Z,Teacher,137-Video,12027.99623983161,9,QdpTCSOpESDruC
2019-07-01T00:00:00Z,Teacher,645-Video,11568.912413883838,10,hWpVlUmJQcrcxhMc
2019-07-01T00:00:00Z,Teacher,131-Video,11086.874396638677,11,qHMIYZttfx
2019-07-01T00:00:00Z,Teacher,377-Video,10926.195057556957,12,KdNrWUadLIw
2019-07-01T00:00:00Z,Teacher,548-Video,10650.744761988295,13,EDFwuGtZZqpYjB
2019-07-01T00:00:00Z,Teacher,125-Video,10643.093364889164,14,KyeTVMJMKoecrK
2019-07-01T00:00:00Z,Teacher,416-Video,9969.770420165767,15,weCQkdHdRcpZK
2019-07-01T00:00:00Z,Teacher,267-Video,9789.962588336224,16,xrOvuGdwPnbQsHusAq
2019-07-01T00:00:00Z,Teacher,380-Video,9717.274315894494,17,SvAyk
2019-07-01T00:00:00Z,Teacher,732-Video,9514.51229276756,18,LkycrErZuxBTHDCxRZuTpKgdUBXau
2019-07-01T00:00:00Z,Teacher,305-Video,9112.81394506326,19,zfTBjErZBg
2019-07-01T00:00:00Z,Teacher,356-Video,8856.492142242421,20,bOrJDWcd
2019-07-08T00:00:00Z,Family,303-Video,70434.93599603682,1,CfOczzRzi
2019-07-08T00:00:00Z,Family,735-Video,63085.76908232291,2,zwMZxabglYQOuxVVHzCTlR
2019-07-08T00:00:00Z,Family,599-Video,58716.82133871994,3,mkumxrLQGpEgYBNMB
2019-07-08T00:00:00Z,Family,62-Video,55866.6759192942,4,iAwhkYvXMeI
2019-07-08T00:00:00Z,Family,740-Video,55212.481467318634,5,VTFRFwldojOCTqAewiGiUEJwMkOOBIltCglh
2019-07-08T00:00:00Z,Family,732-Video,52216.95950300942,6,LkycrErZuxBTHDCxRZuTpKgdUBXau
2019-07-08T00:00:00Z,Family,378-Video,50671.37728898526,7,hWuhLbYprnbrlJKMtkQNLMG
2019-07-08T00:00:00Z,Family,241-Video,47760.02069276648,8,fsoWPbMAN
2019-07-08T00:00:00Z,Family,402-Video,47714.1123101717,9,jeiNgMxwfiFUrPjxI
2019-07-08T00:00:00Z,Family,379-Video,45499.0328499737,10,TuSjdxEYgRZeWSkx
2019-07-08T00:00:00Z,Family,548-Video,44370.4517778521,11,EDFwuGtZZqpYjB
2019-07-08T00:00:00Z,Family,673-Video,40204.26605737607,12,SCgIBJGEqZXzLfwLuwREOxOixPxxBTT
2019-07-08T00:00:00Z,Family,733-Video,39986.20124005088,13,JEMzoARHotmYTnczhlHgeniXfFG
2019-07-08T00:00:00Z,Family,549-Video,39561.54870104919,14,LtnanZOIsBRfaAiPF
2019-07-08T00:00:00Z,Family,736-Video,38054.22347252068,15,aVsjghqBDasZovZzyYNSXlWQahantUR
2019-07-08T00:00:00Z,Family,380-Video,36072.51162384613,16,SvAyk
2019-07-08T00:00:00Z,Family,291-Video,35670.81327614183,17,kyvqPcusUouVjqjKbYDmVGORo
2019-07-08T00:00:00Z,Family,387-Video,33914.817641891605,18,triqIohaViUazuUbuktd
2019-07-08T00:00:00Z,Teacher,586-Video,33872.73495784639,1,gyrxYLBxVh
2019-07-08T00:00:00Z,Family,394-Video,32954.56730595085,19,ptLqTUMexmMuXmHZKjfcWtkvg
2019-07-08T00:00:00Z,Family,659-Video,32369.235427867443,20,fJNSpOAQsKeGldQpuMJtPhUpt
2019-07-08T00:00:00Z,Teacher,135-Video,26098.915505130797,2,CPvkThcrUbzCHNLwcBUtKL
2019-07-08T00:00:00Z,Teacher,387-Video,21772.050445573055,3,triqIohaViUazuUbuktd
2019-07-08T00:00:00Z,Teacher,130-Video,20046.660399719345,4,QniRAWePOtsSKh
2019-07-08T00:00:00Z,Teacher,241-Video,17043.48703831101,5,fsoWPbMAN
2019-07-08T00:00:00Z,Teacher,288-Video,16637.962992057146,6,bRjuMAbixjXuyYkJFHusZn
2019-07-08T00:00:00Z,Teacher,683-Video,15138.289160627757,7,GcJcUAOapYEZDy
2019-07-08T00:00:00Z,Teacher,137-Video,14759.545004220849,8,QdpTCSOpESDruC
2019-07-08T00:00:00Z,Teacher,125-Video,14610.342760787822,9,KyeTVMJMKoecrK
2019-07-08T00:00:00Z,Teacher,645-Video,13898.762830568776,10,hWpVlUmJQcrcxhMc
2019-07-08T00:00:00Z,Teacher,722-Video,13428.20190897231,11,MURZwaQtGMzH
